5,5.255367999159145e-281,4.140598428418171e-194,3.3647430271712327e-227,2.5039444315100444e-252,2.23654807641337e-274
10,5.255367999159145e-281,7.462005366688078e-151,4.140598428418171e-194,2.751788858048802e-190,3.3647430271712327e-227,5.2234867276128225e-166,2.5039444315100444e-252,2.23654807641337e-274,2.9313613239990463e-147,5.011430693082294e-153
20,5.255367999159145e-281,7.462005366688078e-151,1.8680048285540493e-132,4.140598428418171e-194,2.751788858048802e-190,6.93685054705038e-135,3.3647430271712327e-227,7.840533372060553e-101,2.2699188313984083e-83,5.486442349461148e-116,5.2234867276128225e-166,9.92849326216385e-100,5.138708017665269e-139,1.206412825582692e-103,7.846570888622159e-81,2.5039444315100444e-252,2.23654807641337e-274,2.9313613239990463e-147,5.011430693082294e-153,1.1002046430243724e-99
30,5.255367999159145e-281,7.249725462752852e-67,7.462005366688078e-151,1.8680048285540493e-132,4.140598428418171e-194,2.751788858048802e-190,6.93685054705038e-135,3.3647430271712327e-227,7.840533372060553e-101,9.2000943803612e-75,1.9189107821966825e-78,2.470024108237808e-72,1.9912072074602305e-73,2.2699188313984083e-83,5.486442349461148e-116,5.2234867276128225e-166,9.92849326216385e-100,2.920795158493134e-69,5.138708017665269e-139,1.206412825582692e-103,7.846570888622159e-81,3.104178262369049e-72,3.356967175803141e-72,2.5039444315100444e-252,2.23654807641337e-274,1.3571221945377525e-69,2.9313613239990463e-147,5.011430693082294e-153,1.0573579608861135e-80,1.1002046430243724e-99
40,5.255367999159145e-281,7.249725462752852e-67,7.462005366688078e-151,1.8680048285540493e-132,4.140598428418171e-194,2.751788858048802e-190,1.3158673189586886e-61,6.93685054705038e-135,3.3647430271712327e-227,7.840533372060553e-101,9.2000943803612e-75,8.081904047057205e-63,1.9189107821966825e-78,2.470024108237808e-72,1.9912072074602305e-73,2.1050051288841167e-61,2.2699188313984083e-83,5.486442349461148e-116,1.3026677014765245e-61,2.1443409712859154e-61,5.2234867276128225e-166,1.993692944837744e-62,9.92849326216385e-100,9.744867136635567e-65,2.920795158493134e-69,5.138708017665269e-139,1.206412825582692e-103,7.846570888622159e-81,3.104178262369049e-72,3.140060042955899e-60,3.356967175803141e-72,2.5039444315100444e-252,2.23654807641337e-274,6.357162264520661e-62,1.3571221945377525e-69,2.9313613239990463e-147,5.011430693082294e-153,1.0573579608861135e-80,2.8463971270077546e-61,1.1002046430243724e-99
50,5.255367999159145e-281,7.249725462752852e-67,7.462005366688078e-151,1.8680048285540493e-132,4.140598428418171e-194,2.751788858048802e-190,1.3158673189586886e-61,1.2101727918893178e-58,6.93685054705038e-135,3.3647430271712327e-227,7.840533372060553e-101,9.2000943803612e-75,8.081904047057205e-63,1.9189107821966825e-78,2.470024108237808e-72,1.9912072074602305e-73,2.1050051288841167e-61,2.2699188313984083e-83,5.486442349461148e-116,1.662575370781865e-51,1.3026677014765245e-61,2.1443409712859154e-61,5.2234867276128225e-166,1.993692944837744e-62,9.92849326216385e-100,8.679349877260752e-56,4.2347647253487764e-51,9.744867136635567e-65,5.281124033304132e-55,2.920795158493134e-69,1.843418283026255e-49,5.138708017665269e-139,1.206412825582692e-103,7.846570888622159e-81,3.104178262369049e-72,3.140060042955899e-60,3.356967175803141e-72,2.5039444315100444e-252,2.5829474277908197e-49,2.23654807641337e-274,1.1276988884648566e-58,6.357162264520661e-62,5.0783337627778806e-58,1.3571221945377525e-69,2.9313613239990463e-147,5.011430693082294e-153,1.0573579608861135e-80,9.47548324302401e-49,2.8463971270077546e-61,1.1002046430243724e-99
0.323875,0.3545
